id, name, type, samplingRate, min, max, value, status
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.66267355775817,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.769716915433953,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.80547027895406,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.822851290063483,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,57.10387472232968,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.7777575311391,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.10482732096515,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.395951996017573,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.145289554189205,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,39.75094171892473,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.948879872211618,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,47.26228399691958,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.31918371986229,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.307368750657275,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.395850441305798,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,9.315020980623341,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.651024621398562,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,50.65710790789801,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.021734870622032,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,34.08768711312226,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.84791797527233,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.89026733792171,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.040524429819143,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.652728308213625,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,14.05121384164639,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.19819264438341,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,17.768884671374288,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.31300475031197,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.72304281306232,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.882685936255523,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,22.93309379892278,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.55128459351778,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.105264773718996,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.3730738230887765,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,21.417785653598372,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.51801921381659,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,69.4948720710739,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.112612845319187,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.458330505214867,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,92.20886847698421,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.733382839762346,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,50.76266712648471,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.752732997982914,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,56.24218324813174,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.81829513514377,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,105.64288581787518,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.108746358695385,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.19648528446227,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.232999761520023,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,39.78430418569317,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.0872521154493,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.51633240985216,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.809227349771774,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.735845054825134,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.81498761939122,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.031731675370562,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,68.7587296651916,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.77533339959658,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.668153538474574,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.550285400371788,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,41.1629131574691,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.67357715100081,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.136680832864904,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.31059390852351,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,50.341598240476465,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.30371792224719,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.672601846991,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.498676321167304,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.98984661890411,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,93.29537345430646,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.413854543012546,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,34.02396841846658,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.681991867148035,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.74217824599263,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.2729916235715,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.91284939755964,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.392217489120848,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,21.889265898866157,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.9144581200099875,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.49836853383113,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.99589662666938,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,48.98345329487533,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.255342945792602,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.79499957051068,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,34.399180987905375,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.450154879483307,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,56.1717760930593,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.458458972266886,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.711580393647296,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.249829874377342,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,83.20087345316361,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.491964804043381,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.278525866941884,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.842810918800016,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,45.09543691918311,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.10213916077346,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.90153846979534,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.145061303427854,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.21963730233499,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,58.701060596820845,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.29496178116939,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,61.687573184313415,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.09108818901001,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.84578550823373,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.565785657768574,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,25.91933825828535,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.273538740713859,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.442826703510136,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.427168331224126,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,51.28446238699236,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.59502156433054,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.623087196068596,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.754449263431269,SUCCESS
